,Year,Album Names,Album Type,Record Label(s),Song Name,Medley,Artist(s),Composer(s),Lyricist(s),Adapted from,Originally Sang by,Movie,Movie Role,Lyrics,Source
259,1978,Mr Boo!インベーダー作戦 (賣身契 日本版),Extended Play,寶麗多,A Drunk’s Dilemma 杯酒當歌,,許冠傑,許冠傑,許冠傑;黎彼得,,,,,"杯酒當歌

我時常清風兩袖，吊兒郎當最自由，
但得有三餐足夠，為人樂觀好少掛憂，
咪彈人貪新厭舊，愛情如海市蜃樓，
問天賜幾許佳偶，離合悲歡定必有。

飲番杯冰凍啤酒，高歌一曲氣量厚
無謂再去為情悔疚，你盡心庵得個嬲，
我懷疑天邊宇宙，有神靈管轄地球，
實應要睇通睇透，成敗得失莫追究。

飲番杯冰凍啤酒，高歌一曲氣量厚，
無謂再去為情悔疚，你盡心庵得個嬲，
我懷疑天邊宇宙，有神靈管轄地球，
實應要睇通睇透，成敗得失莫追究。
大家要睇通睇透，成敗得失莫追究。",KKBOX.com
260,1978,Tokyo Music Festival,Extended Play,寶麗多,You Make Me Shine 你令我閃耀,,許冠傑,Rankins;許冠傑,Rankins;許冠傑,,,,,"願這音韻令你興奮 高歌一曲驅憂困
願世界滿載快樂氣氛 憑著片片愛心開解怨忿

Everybody needs some sunshine
Baby just like I need you
And if I wanna start my day ride
All I gotta do is call on you

I love you yeah
I love you yeah
You've got the answer to my problems
When I'm feeling kinda low
You're always right here beside me
And you set my heart aglow
And when dark clouds fall around me
You live my spirits high
You gave me what I need Baby can you see
You make me shine

無論富貧 情義永恆
願這音韻令你興奮 高歌一曲驅憂困
願世界滿載快樂氣氛 憑著片片愛心開解怨忿

Everybody needs some sunshine
Baby just like I need you
And if I wanna start my day ride
All I gotta do is call on you

I love you yeah
I love you yeah
此刻你我共對 你我指引
祈求日後更會多接近
心心永恆照 那怕黑暗 和諧共處感慶幸
And when dark clouds fall around me
You live my spirits high
You gave me what I need Baby can you see
You make me shine
You gave me what I need Baby can you see
You make me shine
You make me shine
You make me shine",KKBOX.com
261,1978,Tokyo Music Festival,Extended Play,寶麗多,Wait No more 莫等待,,許冠傑,許冠傑,許冠傑,,,,,"莫等待，光陰不會復來，
勿讓青春偷偷消逝去，莫等待。

莫等待，春風吹過暴雨來，
浪蝶應悔當初不自愛，莫等待。

別戀金縷衣，惜取少年時，
發奮上進不容遲，同聚今朝共立志。

莫等待，光陰不會復來，
勿讓青春偷偷消逝去，莫等待。

別戀金縷衣，惜取少年時，
發奮上進不容遲，同聚今朝共立志。

莫等待，春風吹過暴雨來，
浪蝶應悔當初不自愛，莫等待。
浪蝶應悔當初不自愛，莫等待。",KKBOX.com
262,1980,Mr.Boo!ギャンブル大将 (鬼馬雙星 日本版),Extended Play,寶麗多,Games Gamblers Play 鬼馬雙星,,許冠傑,許冠傑,許冠傑,,,,,Not Found,Not Found
263,1980,Mr.Boo!ギャンブル大将 (鬼馬雙星 日本版),Extended Play,寶麗多,Love Theme From Games Gamblers Play 雙星情歌,,許冠傑,許冠傑,許冠傑,,,,,"曳搖共對輕舟飄，互傳誓約慶春曉，
兩心相邀影相照，願化海鷗輕唱悅情調。

艷陽下與妹相親，望揩白首永不分，
美景醉人心相允，綠柳花間相對訂緣份。

心兩牽，萬里阻隔相思愛莫變，
離別悽酸今朝似未見，明日對花憶卿面。

淚殘夢了燭影深，月明獨照冷鴛枕，
醉擁孤衾悲不禁，夜半飲泣空帳獨懷憾。

心兩牽，萬里阻隔相思愛莫變，
離別悽酸今朝似未見，明日對花憶卿面。

淚殘夢了燭影深，月明獨照冷鴛枕，
醉擁孤衾悲不禁，夜半飲泣空帳獨懷憾。
夜半飲泣空帳獨懷憾",KKBOX.com
264,1981,夢追い,Extended Play,寶麗多,夢追い,,許冠傑,鷲巣詩郎,杉山政美,,,,,"茫茫前路 就是我命途
疑雲密佈 我隻身上路
遙望遠方那看得到
這一刻裡未會知道
縱使困惑 我不應給它嚇倒

茫茫前路 路上滿是岐途
如何覓路向 那處找記號
如若勇敢我會找到
我必不致墮進圈套
縱使艱辛 也必要體驗到

那怕雪花飛舞 那怕水深山高
人就要做到老 學到老 不信命數
那怕知識深奧 那怕細胞消耗
人就要做到老 學到老 不要逃

茫茫前路 但願我莫迷途
前行邁進 我仰首闊步
懷著信心已有分數
困憂苦惱盡已一掃
無窮美夢 我必會找到

那怕雪花飛舞 那怕水深山高
人就要做到老 學到老 不信命數
那怕知識深奧 那怕細胞消耗
人就要做到老 學到老 不要逃

茫茫前路 但願我莫迷途
前行邁進 我仰首闊步
懷著信心已有分數
困憂苦惱盡已一掃
無窮美夢 我必會找到

無窮美夢 我必會找到",KKBOX.com
265,1981,夢追い,Extended Play,寶麗多,TSIM SHA TSUIスージー 尖沙嘴Susie,,許冠傑,許冠傑,許冠傑;黎彼得,,,,,"尖沙咀Susie

有佢咁靚時 冇佢咁夠盞 尖沙咀Susie 點止咁簡單
樣貌與身材 Good Fit夠耀眼 想搵多個 都幾難

佢下下要有型 個性最好玩 出名鍊車王 響青山鬥片彎
日日喫幾籠 蝦餃當食晏 思想開放 好識嘆

尖沙咀Susie 駛乜憂兩餐 佢老竇勤力慣 響街市賣鴨蛋
尖沙咀Susie 屋企多靚衫 橙溝綠 米襯藍 套套惹火搶眼

佢碰見猛男 對眼會猛咁眨 風騷兼銷魂 乜都笑一餐
密密去Disco 通宵到達旦 攬身攬勢 都好閒

有佢咁野蠻 冇佢咁夠膽 尖沙咀Susie死都「坳」翻生
但望亞Susie 光陰咪亂散 青春一去 空悲嘆

尖沙咀Susie 駛乜憂兩餐 佢老竇勤力慣 響街市賣鴨蛋
尖沙咀Susie 屋企多靚衫 橙溝綠 米襯藍 套套惹火搶眼

佢碰見猛男 對眼會猛咁眨 風騷兼銷魂 乜都笑一餐
密密去Disco 通宵到達旦 攬身攬勢 都好閒

有佢咁野蠻 冇佢咁夠膽 尖沙咀Susie死都「坳」翻生
但望亞Susie 光陰咪亂散 青春一去 空悲嘆",KKBOX.com
266,1982,我愛你,Extended Play,寶麗多,我愛你アイ・ラブ・ユー,,許冠傑,鷲巣詩郎,篠塚満由美,,,,,"合：柔情無恨我愛你 講真心
我與你相依相親
論富與貧 不應分
真心真意就合襯

男：手執鮮花親送贈
女：永遠與你兩心印
男：千金一刻多接近
女：濃情厚意喜不禁

合：喁喁情話我愛你
男：我的妹妹
女：o依 真係骨到痺
男：唉哂心機
女：咪咁佻皮
男：我叫鬈毛飛
女：應該走去做大戲

男：將心比己休顧忌
女：咪再鬥氣要講理
男：開開心心祝我哋
女：做對鴛鴦水中戲

男：情人其實我愛你 不相欺
女：我與你不分尊卑
男：共等佳期 雙于飛
女：不分朝晚侍候你

合：我愛你 不相欺
我與你不分尊卑
共等佳期 雙于飛
不分朝晚侍候你

男：人如燕飛
女：同諧連理
合：一生一世伴著你
女：人如燕飛
男：同遊同戲
合：今生今世伴著你",KKBOX.com
267,1982,我愛你,Extended Play,寶麗多,摩登保鑣,,許冠傑,許冠傑,許冠傑;黎彼得,,,摩登保鑣,主題曲,"香港啲飛仔打劫好新潮
吓吓都出啲怪招
出親街金錶火鑽好招搖
最怕有咁o岩得咁橋

你實在要請保鑣 諸君咪話無聊
若係有咗保鑣 你會無晒騷擾

一枝公煲煙睇戲好他條
會有把刀仔插腰
書院女青春可愛好嬌嬈
抨佢上車一於照標

你實在要請保鑣 諸君咪話無聊
若係有咗保鑣 你會無晒騷擾

古裝片都講啲保鑣
四處押貨戰血染山腰
替顧客消災 威名遠耀

家陣啲摩登保鑣
個個搏殺對你更關照
你要坐穩轎 請番個摩登保鑣

你實在要請保鑣 諸君咪話無聊
若係有咗保鑣 你會無晒騷擾

古裝片都講啲保鑣
四處押貨戰血染山腰
替顧客消災 威名遠耀

家陣啲摩登保鑣
個個搏殺對你更關照
你要坐穩轎 請番個摩登保鑣

香港啲飛仔打劫好新潮
吓吓都出啲怪招
出親街金錶火鑽好招搖
最怕有咁o岩得咁橋

你實在要請保鑣 諸君咪話無聊
若係有咗保鑣 你會無晒騷擾

摩登保鑣 無晒騷擾
摩登保鑣 無晒騷擾
摩登保鑣",KKBOX.com
268,1984,風中趕路人/時光倒流,Extended Play,康藝成音,風中趕路人,,許冠傑,許冠傑,林振強,,,,,"(Ah ya ya ya ya) (Ah ya ya ya ya)
(Ah ya ya ya ya) (Ah ya ya ya ya)

披一身星塵 漆黑中起行 不管北風經已近
看過你的信後 發覺你不快樂 信裏彷彿有淚印
雖分手多年 都匆匆起行 越萬里路來伴你
我愛你仍深 雖知身與心 你已交予別人

事實我在這一生 不懂愛別人 只懂為你生
望著遠地星光 雖知不可得到你心
仍望你讓我 托著你面替你抹乾 眼角淚痕

披一身風塵 倦極亦繼續行 呼呼風聲急掃近
似笑我多麼笨 與你已經分別 卻要關心你淚印
風始終不明 風中癡心人 是沒法忘掉你
我愛你仍深 不管身與心 你已交予別人

事實我在這一生 不懂愛別人 只懂為你生
望著遠地星光 雖知不可得到你心
仍為你著緊 這是對或無窮愚笨 都不打緊

事實我在這一生 不懂愛別人 只懂為你生
望著遠地星光 雖知不可得到你心
仍望你讓我 托著你面替你抹乾 眼角淚痕

事實我在這一生 不懂愛別人 只懂為你生
望著遠地星光 雖知不可得到你心
仍為你著緊 這是對或無窮愚笨 都不打緊

(Ah ya ya ya ya) (Ah ya ya ya ya)
(Ah ya ya ya ya) (Ah ya ya ya ya)",mojim.com
269,1984,風中趕路人/時光倒流,Extended Play,康藝成音,時光倒流,,許冠傑,許冠傑,許冠傑,,,,,"但願 時光可倒流 流到當初相識你那段時候
你回眸 傳暖流 時間像怎麼多都不夠

但願 時光可倒流 流到當初喜歡你那段時候
手牽手 心心相扣 喁喁細語跟你柔情萬縷

流回往日甜夢裏 鮮花歌舞共美酒 幾許歡笑忘盡困憂
流回多少個深秋 海鷗飛處共泛舟 只想跟你情共永久

但是 時光不倒流 如何面對這一刻跟你告別時候
這段情 來到盡頭 從前愛意此際已難復有

但願 時光可倒流 流到當初喜歡你那段時候
手牽手 心心相扣 喁喁細語跟你柔情萬縷

流回往日甜夢裏 鮮花歌舞共美酒 幾許歡笑忘盡困憂
流回多少個深秋 海鷗飛處共泛舟 只想跟你情共永久

但是 時光不倒流 延長下去只加深苦痛更是難受
可否 還我自由 饒恕我這個舊朋友
轉身走 毋再逗留 忘記我這個舊朋友",mojim.com
270,1985,Top Secret,Extended Play,Victor,Top Secret(廣東/英語版),,許冠傑;山田邦子,佐久間正英,麻生圭子,,,,,Not Found,Not Found
271,1985,Top Secret,Extended Play,Victor,Top Secret(日語版),,山田邦子,佐久間正英,麻生圭子,,,,,"トップシークレット(日本語バージョン)

近づく誘惑
その気の赤いシェリー
Close my eyes

だまされたふりで
奪い返す　秘密の Diamond
やり手の King も
美女には弱い　私に弱い
どこにでも行くわ　離れない今夜

指令はいつも
過酷だけど　役得ね
Fu Fu
好みだわ　楽しみね

Top, Top, Top Secret
Top, Top, Top Secret
口唇と
Top, Top, Top Secret
Top, Top, Top Secret
ピストルで
Oh　ハードボイルド

噂と違う
ずい分 Shy な男(ひと)
Hold me tight

そうは言っても
恋より魅力　秘密の Diamond
寝ぼけた King の
アタッシュケース　靴までさぐる
何だか変だわ　キャリアの勘よ

突然　背中
抱きすくめられ　まさか
Ah Ah
見慣れた Bos の顔が

Top, Top, Top Secret
Top, Top, Top Secret
オフィスの
Top, Top, Top Secret
Top, Top, Top Secret
ロマンスも
Oh　ハードボイルド

Top, Top, Top Secret
Top, Top, Top Secret
口唇と
Top, Top, Top Secret
Top, Top, Top Secret
ピストルで
Oh　ハードボイルド",mojim.com
272,1985,愛情保險Disco Remix,Extended Play,新藝寶,愛情保險,,許冠傑,周啟生,潘源良,,,,,"可否請休息一天 不傷心一天 叫美貌重新現溫暖
可否將當初拋開 將苦楚拋開 看看地球又轉一圈
跟他的分手 即使多心酸 過去事情不用多算
你要自強來面對 每次愛戀 沒有保險

愛若誠意自然不想有變 偏偏諸多變故亦無用
太心酸 心再亂 都不必因此怕被情義再相牽
祝福他 永遠自由渡每一天 展笑瞼 無愁懷 明艷再現
我亦曾這樣面對 因我實一貫未改 對你癡心一片

今天將心聲講穿 不想多遮掩 我卻未求朝夕相見
祗想輕輕講一聲 要理智打算 美與善仍在你身邊
跟他的分手 即使多心酸 過去事情不用多算
你要自強來面對 每次愛戀 沒有保險

愛若誠意自然不想有變 偏偏諸多變故亦無用
太心酸 心再亂 都不必因此怕被情義再相牽
祝福他 永遠自由渡每一天 展笑瞼 無愁懷 明艷再現
我亦曾這樣面對 因我實一貫未改 對你癡心一片

愛若誠意自然不想有變 偏偏諸多變故亦無用
太心酸 心再亂 都不必因此怕被情義再相牽
祝福他 永遠自由渡每一天 展笑瞼 無愁懷 明艷再現
我亦曾這樣面對 因我實一貫未改 對你癡心一片",KKBOX.com
273,1985,愛情保險Disco Remix,Extended Play,新藝寶,最緊要好玩 Extended Version,,許冠傑,許冠傑,林振強,,,,,"人其實天生奔放貪玩
原沒有拘束只有笑顏
悲觀我唔慣 追趕太陽似子彈
乘坐穿梭機打個空翻
雲霧裹縛起雙腳跳爛
威風似神探 追綜愛神眼不眨

我想攀登火山，執塊石頭用煎蛋
其實開心好簡單，最緊要好玩

我願抬著午夜明月對你單眼
星光之上扯起帳蓬與你浪漫
我願停頓宇宙凝望你那雙樣
使你無從忘掉這 魅力先生
乘坐穿梭機打個空翻
雲霧裹縛起雙腳跳爛
追綜太陽去 不准太陽早交更

人其實天生奔放貪玩
原沒有拘束只有笑顏
悲觀我唔慣 追趕太陽似子彈

我想踩三輪車 登陸月球賣牛腩飯
其實開心好簡單 最緊要好玩

我願抬著午夜明月對你單眼
星光之上扯起帳蓬與你浪漫
我願停頓宇宙凝望你那雙樣
使你無從忘掉這 魅力先生

人其實天生奔放貪玩
原沒有拘束只有笑顏
悲觀我唔慣 追趕太陽似子彈

我想踩三輪車 登陸月球賣牛腩飯
其實開心好簡單 最緊要好玩

我願抬著午夜明月對你單眼
星光之上扯起帳蓬與你浪漫
我願停頓宇宙凝望你那雙樣
使你無從忘掉這 魅力先生

其實我天生奔放貪玩 唔恨有獎品只要笑顏
不須有人讀 只須我仍覺好玩

不須有人讀 只須我仍覺好玩",KKBOX.com
274,1985,愛情保險Disco Remix,Extended Play,新藝寶,最緊要好玩 (攪笑版本),,許冠傑;徐克;泰迪羅賓,許冠傑,林振強,,,,,"其實我天生奔放貪玩
唔願有奬品只要笑顏
返工我唔慣 鄉下有田我不耕

人其實天生奔放貪玩
原沒有拘束只有笑顏
點到我唔信 屋企各人困青山

我想o徒粒子彈 捉隻鱷魚用嚟送飯
其實開心好簡單 最緊要好玩
我願抬著炸藥成磅對你單眼
星光之上扯起鼻鼾你要避難
我用雷電放射溶掉你那雙眼
使你無從忘掉這 暴力先生

乘坐穿梭機飛到沙灘
陳立品叉腰通處吐痰
o岩o岩我游過 追蹤美人眼不眨

其實我天生奔放貪玩
唔願有奬品只要笑顏
返工我唔慣 鄉下有田我不耕

我想班班死黨 登陸月球辦投注站
其實開心好簡單 最緊要好玩
我願抬著炸藥成磅對你單眼
星光之上扯起鼻鼾你要避難
我用雷電放射溶掉你那雙眼
使你無從忘掉這 暴力先生

人其實天生奔放貪玩
原沒有拘束只有笑顏
點到我唔信 屋企各人困青山
悲觀我唔慣 癲起上黎笑一餐",KKBOX.com
275,1985,斤両十足,Extended Play,新藝寶,斤両十足 (Full Version),半斤八兩;打雀英雄傳;麻雀耍樂;應該要自愛;長春不老;搵嘢做;瑪莉！我好鐘意你！;財神到/瑪莉！我好鐘意你！;加價熱潮;摩登保鑣;最佳拍檔;學生哥;飲勝;快樂;錫曬你;杯酒當歌;為你;夜夜念奴嬌;梨渦淺笑;浪子心聲;天才白痴夢;世事如棋;天才白癡往日情;知音夢裡尋;是雨？是淚？;甜蜜的往事;紙船;這一曲送給您;印象;斷腸夢;雙星情歌;夜半輕私語;鐵塔凌雲;難忘您;十個女仔;天才白痴錢錢錢;天才與白痴;鬼馬雙星;錢會繼續嚟;尖沙咀Susie;賣身契;佛跳牆;傀儡;跟佢做個Friend;追求三部曲;日本娃娃;有酒今朝醉,許冠傑,許冠傑,許冠傑;黎彼得,,,,,"斤兩十足

(46首舊作集合的什錦歌)



我哋呢班打工仔　通街走糴直頭係壞腸胃
搵嗰些少到月底點夠洗(死俾你睇) 確係認真濕滯



(大英雄)
六嬸(上) 三太公(碰)
大眾開啦面似蓮蓉(食呀)
又放工 打餐懵
圍埋砌幾圈呀論英雄
誰是大英雄



甩到手軟起哂泡(La la la la la la)
兼側側膊(La la la la la la)
將地骰仔猛咁卜(La la la la la la)
(La la la la la la)求六索有六索
敲崩檯角 呢鋪真係代表作



你有天才 佢有天才 應該要自愛
紅桃綠柳春花開 皆因灌溉



要長春不老 朝朝起身練跳高(身體會好好好好)
晨運托住塊石 YANG 幾哩路
螳螂太極劍術要耍幾套(耍幾套)
要長春不老 郁多啲最著數



(呢支籤話呢)
拿拿聲即刻走去搵嘢做 人必須知道自己嘅用途
快去奮鬥你實會攀得高 你要坐BENZ靠自己個腦



瑪莉 我好鐘意你 你 你 你 要有心理預備
因為 我決心追瘦你 你 你 你 莫逃避



財神到 財神到 好心得好報(瑪莉 我好鐘意你)
財神話 財神話 搵錢依正路(你 你 你 要有心理預備)
財神到 財神到 好走快兩步(因為 我決心追瘦你)
得到佢睇起你 你有前途(你 你 你 莫逃避)



(加加加 加加加加加)(我怕怕 我怕怕怕怕)
(加加加 加加加加加)(我怕怕 我怕怕怕)



香港啲飛仔打劫好新潮 下下都出啲怪招
出親街金錶火鑽好招搖 最怕有咁得咁蹺



你名叫叮噹 個樣似蜜糖 平易近人清新開朗
我名叫King Kong 個款似James Bond 最佳拍檔



學生哥 好咪書囉 咪日夜掛住拍拖
顧住十幾科 科科喎 面懵懵一肚火



飲勝 飲勝 亂咁通街 FING
灣仔當係秀茂坪 興到就盡情



快樂 長伴我這一生 皆因我是快樂人



錫曬你 你乖乖地我實行錫曬你
我洗衫洗褲又會整幾味 跟啲飛仔冇得比



飲番杯冰凍啤酒 高歌一曲氣量厚
無謂再去為情悔疚 你盞心罨得個嬲



為你從此相處永遠 同命鳥恩愛年年
願你長相廝 始終癡心一片 願真情今生永莫變



夜夜念奴嬌 輕輕把名叫
相思知多少 初戀真美妙 愛意像狂潮



梨渦淺笑 悲歡竟逆料
樂極癡戀變恨苗 情絲寸斷一朝了
夢已消 花依舊玉人杳



命裡有時終須有 命裡無時莫強求



人皆尋夢 夢裡不分西東
片刻春風得意 未知景物朦朧



倉卒歲月 世事如棋 每局都充滿傳奇
但求共你棋藝相比較 瞭解做人道理



痛別離 惜分飛 緣份一朝忍心拋棄
往日情未泯 泣咽淒聲怨蒼天太狠



星星會明白我心 早知戀愛盡憐憫
誰料此際被情困 嘆息知音夢裡尋



滴滴雨點彷彿似流淚 滴在我冰冷的身軀
看看手中那玉墜 家中的她已熟睡
漸漸覺得眼眶濕遍 是雨 是淚



獨回味 甜蜜的往事
我共你 綠野中散步
柔情無限 百般心思 體貼盡致



若她終於見隻紙船 盤旋夢裏千百轉
望她珍惜當中意義 齊齊把相思串



如果君他去 惆悵未入睡 難堪枕冷空虛
還請您夢鄉緊記 這一曲送給您



誰令我當晚舉止失常 難自禁望君你能見諒
但覺萬分緊張 皆因跟你遇上 留下了這個深刻印象



故夢去匆匆 塞雁隔西東
情恨種朝思晚盼 一封音訊通
酒千盅 空添苦痛 斷腸夢



曳搖共對輕舟飄 互傳誓約慶春曉
兩心相邀 影相照 願化海鷗輕唱悅情調



千般相思似毛毛雨 抑鬱苦惱一於作首詩
寫遍艷麗言詞合你意 夜半輕私語



鐵塔凌雲 望不見歡欣人面
富士聳峙 聽不見遊人歡笑
自由神像 在遠方迷霧
山長水遠 未入其懷抱
檀島灘岸 點點燐光 豈能及漁燈在彼邦



難忘您的姿態動靜 略帶憂鬱的一雙眼睛
曾話過再不想您 但今天忘不了您 還是深深愛著您



十個女仔(十個女仔) 九個認細(九個認細)
明明係老(明明係老) 佢話唔係(佢話唔係)
三張幾嘢(三張幾嘢) 紮起辮仔(紮起辮仔)
青春美麗(青春美麗) 就冇失禮(就冇失禮)



成日要錢多(No Money No Talk)(No Money No Talk)
乾水乜都喎(No Money No Talk)(No Money No Talk)
借錢最折墮(No Money No Talk)(No Money No Talk)
爬低翳契哥(No Money No Talk)(No Money No Talk)

有乜嘢會令你心花怒放(錢...)
諗得多卒之梗癲癲喪喪(錢...)
有咗佢就算打跛雙腳都冇相干 冇得擋 冇得擋



邊個係天才(天才) 邊個係白痴(白痴)
扮懵定蠢才 冇咁易會知(阿茂至知)
天才與白痴 天才與白痴 天才與白...痴



為兩餐乜都肯制 前世 撞正輸曬心翳滯 無謂
求望發達一味靠搵丁 鬼馬雙星 眼晾晾



米貴(米貴) 冇乜問題 諗計(諗計) 咪懵懵閉
踱掂(踱掂) 就要發威 啲錢就會繼續嚟



尖沙咀Susie 屋企多靚衫
橙溝綠 米襯藍 套套惹火搶眼



(Ba ba ba ba ba)(Ba ba ba ba ba)
一張張賣身契(賣身契)
枕就咁累你一世(做到甩肺)
唉 總知一句柯彌吉帝



佛跳牆 整得咁鬼香
肥佬黎 倒眼輝(噓)
潺仔威 軟腳龜(噓) 嚟擦啦喂



傀儡 求名利一世做工具
他朝跌倒可憐寄望誰 (他朝跌倒可憐寄望誰)



(Friend Friend Friend 跟你做個Friend)
(Friend Friend Friend 跟你做個Friend)
跟你做個Friend(Friend) 驚親兩份驚(驚)
有雨緊遮柄 咪個沙煲亂掟 知己可以做成



佢尊翁綽號包頂頸(三寸釘)
屋企住响茶果嶺(瓦封嶺)
見我口輕輕 當我花靚倞 實在阿啦面幪兼心精



Sayonara 忍著淚說Goodbye啦
Thanks Thanks Thanks Thanks Monica
摸摸個袋 哎洗剩八個幾咋
蝕埋份糧添 呢次衰咗啦



回頭望過去　始終嗰句　有酒應該今朝醉
(回頭望過去　始終嗰句　有酒應該今朝醉)",mojim.com
276,1985,斤両十足,Extended Play,新藝寶,斤両十足 (Radio Version 1),半斤八兩;打雀英雄傳;麻雀耍樂;應該要自愛;長春不老;搵嘢做;瑪莉！我好鐘意你;財神到;摩登保鑣;最佳拍檔;學生哥;飲勝;快樂;錫曬你;杯酒當歌;為你;夜夜念奴嬌;梨渦淺笑;浪子心聲;天才白癡夢;世事如棋;天才白癡往日情;知音夢裡尋;是雨?是淚?;甜蜜的往事;紙船;這一曲送給您;印象;斷腸夢;雙星情歌;夜半輕私語;鐵塔凌雲;難忘您;十個女仔;錢錢錢;天才與白癡;鬼馬雙星;錢會繼續嚟;尖沙咀Susie;賣身契;佛跳牆;傀儡;跟佢做個Friend;追求三部曲;日本娃娃;有酒今朝醉,許冠傑,許冠傑,許冠傑;黎彼得,,,,,"斤兩十足(足版)

我地呢班打工仔 通街走羅直頭系壞腸胃搵個
些少到月底點夠駛(歪過鬼) 確係認真濕滯
六嬸 三太公 大眾開台啦面似蓮蓉
又放工 打餐懵 圍埋砌幾圈論呀論英雄 誰是大英雄
甩到手軟起曬泡 兼側側膊 將骰仔猛咁卜
求六索有六索 敲崩台角 呢舖真系代表作
你有天才 佢有天才 應該要自愛
紅桃綠柳春花開 皆因灌溉
要長春不老 朝朝起身練跳高 晨運托住塊石YANG幾哩路
蟷螂大極劍術要耍幾套 要長春不老郁多最著數
拿拿聲即刻走去搵做 人必須知道自己用途
快去奮鬥實會攀得高 你要坐BENZ 靠自己個腦
瑪莉！我好鐘意你！ 你！你！你！
要有心理 預備 因為我決心追瘦你 你！你！你！莫逃避
財神到 財神到 好心得好報 財神話 財神話
搵錢依正路 財神到 財神到 好走快兩步 得到佢睇起你 你有前途
香港飛仔打劫好新潮 都出怪招 出親街金錶火鑽好招搖 最怕有咁得咁蕎
你名叫叮噹 個樣似蜜糖 平易近人清新開朗
我名叫King Kong 個款似James Bond 最佳拍檔
學生哥 好咪書0羅 咪日夜掛住拍拖 顧住十幾科 科科禍 面懵懵一肚火
飲勝 飲勝 亂咁通街 FING 灣仔當係秀茂坪 興到就盡情
快樂長伴我這一生 皆因我是快樂人
錫曬你 你乖乖地我實行錫曬你 我洗衫洗褲又會整幾味 跟飛仔冇得比
飲番杯冰凍啤酒 高歌一曲氣量厚 無謂再去為情悔疚 你盞心罨得個嬲
為你從此相處永遠 同命烏恩愛年年 願你長相廝 始終癡心一片 萬縷真情今生永莫變
夜夜念奴嬌 癡得好緊要 相思知多少 初戀真美妙 愛意像狂潮
梨渦淺笑 悲歡竟逆料 樂極癡戀變恨苗 情絲寸斷一朝了 夢已消 花依舊玉人杳
命裡有時終須有 命裡無時莫強求
人皆尋夢 夢裡不分西東 片刻春風得意 未知景物朦朧
世事如棋 每局都充滿傳奇 但求共你棋藝相比較 瞭解做人道理
痛別離 惜分飛 緣份一朝忍心拋棄 往日情未泯 泣咽淒聲怨蒼天太狠
星星會明白我心 早知戀愛盡憐閒 誰料此際被情困 歎息知音夢裡尋
滴滴雨點彷彿似流淚 滴在我冰冷的身軀 看看手中那玉墜
家中的她已熟睡 漸漸覺得眼眶濕遍 是雨 是淚
獨回味甜蜜的往事 我共你綠野中散步 柔情無限 百般心思 體貼盡致
若她終於見隻紙船 盤旋夢裏千百轉 望她珍惜當中意義 齊齊把相思串
如果君他去 惆悵未入睡 難堪枕冷空虛 還請您夢鄉緊記 這一曲送給您
誰令我當晚舉止失常 難自禁望君你能見諒
但覺萬分緊張 皆因跟你遇上 留下了這個深刻印象
故夢去匆匆 塞雁隔西東 情恨種朝思晚盼 一封音訊通 酒千盅 空添苦痛 斷腸夢
曳搖共對輕舟飄 互傳誓約慶春曉 兩心相邀影相照 願化海鷗輕唱悅情調
千般相思似毛毛雨 抑鬱苦惱一於作首詩 寫遍艷麗言詞合你意 夜半輕私語
鐵塔凌雲 望不見歡欣人面 富士聳峙 聽不見遊人歡笑 自由神像
在遠方迷霧 山長水遠 未入其懷抱 檀島灘岸 點點燐光 豈能及漁燈在彼邦
難忘您的姿態動靜 略帶憂鬱的一雙眼睛 曾話過再也不想您
但到今天仍忘不了您 其實我還是深深愛著您
十個女仔 九個認細 明明系老 佢話唔系 三張幾嘢
紮起辮仔 青春美麗 就冇失禮
成日要錢多 乾水乜都0窩 借錢最折墮 爬低翳契哥
有乜嘢令你心花怒放 諗得多卒之梗癲癲喪喪
有咗佢就算打跛雙腳都冇相干 冇得擋 冇得擋
邊個係天才 邊個係白癡 扮懵定蠢才
冇0甘易會知(阿茂至知) 天才與白癡 天才與白癡 天才與白癡
為兩餐乜都肯制前世 撞正輸曬心翳滯無謂
求望發達一味靠搵丁 鬼馬雙星眼晾晾
米貴 冇乜問題 諗計 咪懵懵閉 踱掂 就要發威 啲錢係會繼續嚟
尖沙咀Susie 屋企多靚衫 橙溝綠 米襯藍 套套惹火搶眼
一張張賣身契(賣身契) 枕就咁慮你一世
(做到甩肺)唉！總知一句柯彌吉帝(柯彌吉帝)
佛跳牆 (佛跳牆) 炆得咁鬼香 肥佬黎
倒眼輝 潺仔威 軟腳龜 嚟擦啦喂
傀儡 求名利一世做工具 他朝跌倒可憐寄望誰
跟佢做個FRIEND 驚親兩份驚
有雨緊遮柄 咪個沙煲亂掟 知己可以做成
佢尊翁綽號包頂頸 屋企住茶果嶺
見我口輕輕 當我花靚倞 實在阿啦面幪兼心精
SAYONARA 忍著淚說GOODBYE啦 THANKS THANKS
THANKS THANKS MONICA 摸摸個袋哎 剩八個幾咋 蝕埋份糧添 呢次衰咗啦
回頭望過去　始終0個句　有酒應該今朝醉",mojim.com
